PO ID,PO Date,Supplier ID,Category ID,Business Unit,Contract ID,Qty Ordered,Unit Price,Total Amount,Cycle Time (Days),Actual Delivery,Requested Delivery,On Time?,Delivery Variance (Days),Defect Rate (%),Payment Terms (Days),PO Status
PO-02179,03/23/2022,SUP-052,CAT-12,BU-01,,199,$84.66,"$16,846.60",18,04/10/2022,04/10/2022,1,0,7.18%,30,Completed
PO-02180,07/22/2022,SUP-006,CAT-03,BU-02,,294,$66.74,"$19,622.71",40,09/19/2022,08/31/2022,0,19,3.40%,90,Completed
PO-02181,01/23/2022,SUP-077,CAT-11,BU-03,CON-0111,463,$34.31,"$15,887.63",29,02/20/2022,02/21/2022,1,-1,5.05%,60,Completed
PO-02182,09/22/2022,SUP-071,CAT-09,BU-07,CON-0079,405,$167.67,"$67,905.24",20,10/10/2022,10/12/2022,1,-2,3.58%,60,Completed
PO-02183,03/12/2022,SUP-068,CAT-12,BU-07,,274,$94.75,"$25,960.34",32,04/10/2022,04/13/2022,1,-3,14.60%,90,Completed
PO-02184,01/12/2022,SUP-014,CAT-07,BU-04,CON-0009,439,"$2,562.08","$1,124,751.48",6,01/17/2022,01/18/2022,1,-1,2.93%,90,Completed
PO-02185,02/13/2022,SUP-029,CAT-03,BU-06,,227,$999.39,"$226,860.79",14,02/24/2022,02/27/2022,1,-3,2.85%,30,Completed
PO-02186,02/01/2022,SUP-026,CAT-06,BU-01,CON-0045,187,"$10,652.01","$1,991,925.13",27,02/27/2022,02/28/2022,1,-1,4.93%,30,Completed
PO-02187,01/27/2022,SUP-004,CAT-06,BU-03,CON-0059,213,"$2,852.41","$607,563.09",14,02/26/2022,02/10/2022,0,16,6.67%,60,Completed
PO-02188,07/23/2022,SUP-009,CAT-09,BU-03,CON-0079,54,"$1,862.66","$100,583.56",17,08/14/2022,08/09/2022,0,5,14.48%,90,Completed
PO-02189,05/06/2022,SUP-010,CAT-14,BU-05,CON-0033,194,"$2,586.78","$501,836.27",3,05/28/2022,05/09/2022,0,19,1.47%,90,Completed
PO-02190,02/19/2022,SUP-019,CAT-09,BU-06,CON-0073,164,$618.96,"$101,508.88",9,03/09/2022,02/28/2022,0,9,1.13%,90,Completed
PO-02191,01/07/2022,SUP-024,CAT-01,BU-06,CON-0104,57,"$10,149.15","$578,501.34",31,02/06/2022,02/07/2022,1,-1,4.02%,30,Completed
PO-02192,07/15/2022,SUP-025,CAT-10,BU-01,CON-0037,332,$117.48,"$39,002.02",35,08/17/2022,08/19/2022,1,-2,8.33%,90,Completed
PO-02193,11/14/2022,SUP-066,CAT-10,BU-05,CON-0113,134,"$2,823.12","$378,298.52",19,12/01/2022,12/03/2022,1,-2,1.20%,30,Pending
PO-02194,12/22/2022,SUP-067,CAT-01,BU-04,,461,"$1,433.30","$660,752.26",3,12/25/2022,12/25/2022,1,0,0.51%,30,Completed
PO-02195,01/13/2022,SUP-002,CAT-01,BU-04,,472,"$2,033.31","$959,721.89",6,01/19/2022,01/19/2022,1,0,0.14%,30,Completed
PO-02196,02/14/2022,SUP-062,CAT-10,BU-07,,194,"$1,257.19","$243,894.21",11,02/24/2022,02/25/2022,1,-1,1.02%,60,Completed
PO-02197,08/16/2022,SUP-009,CAT-01,BU-07,,145,"$1,558.40","$225,967.74",32,09/17/2022,09/17/2022,1,0,9.73%,90,Completed
PO-02198,12/04/2022,SUP-065,CAT-14,BU-07,CON-0033,344,$323.86,"$111,406.88",4,12/07/2022,12/08/2022,1,-1,1.96%,90,Completed
PO-02199,03/09/2022,SUP-079,CAT-01,BU-07,CON-0004,19,"$63,063.34","$1,198,203.55",25,04/11/2022,04/03/2022,0,8,10.31%,90,Cancelled
PO-02200,02/26/2022,SUP-033,CAT-02,BU-01,CON-0101,67,"$4,773.61","$319,831.80",7,03/02/2022,03/05/2022,1,-3,2.12%,60,Completed
PO-02201,02/22/2022,SUP-007,CAT-09,BU-02,CON-0079,52,"$4,052.31","$210,719.91",21,03/13/2022,03/15/2022,1,-2,9.95%,90,Completed
PO-02202,03/01/2022,SUP-060,CAT-06,BU-05,,35,"$79,996.14","$2,799,864.82",26,03/27/2022,03/27/2022,1,0,6.10%,60,Completed
PO-02203,12/11/2022,SUP-022,CAT-13,BU-07,CON-0044,377,"$2,666.71","$1,005,348.69",44,02/11/2023,01/24/2023,0,18,11.49%,90,Completed
PO-02204,12/26/2022,SUP-036,CAT-02,BU-01,,102,"$4,038.93","$411,971.13",39,02/21/2023,02/03/2023,0,18,5.77%,60,Completed
PO-02205,05/10/2022,SUP-025,CAT-10,BU-02,,412,$406.20,"$167,353.49",25,06/20/2022,06/04/2022,0,16,6.74%,90,Completed
PO-02206,01/13/2022,SUP-074,CAT-01,BU-04,CON-0104,377,$741.43,"$279,520.05",3,01/13/2022,01/16/2022,1,-3,0.45%,60,Completed
PO-02207,08/07/2022,SUP-012,CAT-12,BU-06,,247,"$1,123.05","$277,394.54",11,08/16/2022,08/18/2022,1,-2,1.02%,60,Completed
PO-02208,05/20/2022,SUP-059,CAT-09,BU-02,CON-0073,14,"$2,047.44","$28,664.13",13,06/02/2022,06/02/2022,1,0,4.50%,60,Completed
PO-02209,05/19/2022,SUP-039,CAT-01,BU-02,,3,"$590,042.15","$1,770,126.44",17,06/05/2022,06/05/2022,1,0,2.77%,30,Completed
PO-02210,04/25/2022,SUP-072,CAT-03,BU-06,,60,"$2,263.34","$135,800.41",39,06/03/2022,06/03/2022,1,0,8.49%,60,Completed
PO-02211,01/14/2022,SUP-008,CAT-15,BU-01,CON-0047,336,$189.06,"$63,525.32",29,02/27/2022,02/12/2022,0,15,5.73%,60,Completed
PO-02212,07/08/2022,SUP-011,CAT-13,BU-08,CON-0025,298,"$4,208.31","$1,254,076.68",20,07/28/2022,07/28/2022,1,0,3.33%,90,Completed
PO-02213,04/16/2022,SUP-034,CAT-06,BU-06,,460,$212.87,"$97,918.64",10,04/25/2022,04/26/2022,1,-1,2.10%,60,Completed
PO-02214,03/24/2022,SUP-028,CAT-01,BU-02,CON-0064,433,"$1,802.86","$780,638.01",6,03/27/2022,03/30/2022,1,-3,1.37%,60,Completed
PO-02215,02/19/2022,SUP-047,CAT-13,BU-05,CON-0096,27,"$150,669.73","$4,068,082.77",22,04/01/2022,03/13/2022,0,19,4.31%,90,Completed
PO-02216,08/15/2022,SUP-047,CAT-10,BU-05,CON-0093,263,$726.57,"$191,086.80",25,09/14/2022,09/09/2022,0,5,2.16%,90,Completed
PO-02217,06/07/2022,SUP-038,CAT-14,BU-06,,6,"$1,687,344.74","$10,124,068.46",11,06/18/2022,06/18/2022,1,0,1.59%,90,Completed
PO-02218,01/14/2022,SUP-002,CAT-04,BU-07,CON-0086,444,"$1,291.88","$573,596.24",12,01/26/2022,01/26/2022,1,0,0.20%,30,Completed
PO-02219,04/14/2022,SUP-071,CAT-13,BU-08,,226,"$16,672.93","$3,768,081.31",21,05/04/2022,05/05/2022,1,-1,4.28%,60,Completed
PO-02220,12/07/2022,SUP-073,CAT-04,BU-07,,95,"$2,058.41","$195,549.11",13,12/20/2022,12/20/2022,1,0,0.21%,90,Completed
PO-02221,10/02/2022,SUP-057,CAT-14,BU-04,CON-0023,89,"$2,599.96","$231,396.55",4,10/03/2022,10/06/2022,1,-3,1.22%,30,Completed
PO-02222,03/21/2022,SUP-022,CAT-06,BU-05,,398,"$1,882.47","$749,224.99",22,04/10/2022,04/12/2022,1,-2,5.59%,90,Completed
PO-02223,05/08/2022,SUP-033,CAT-15,BU-05,CON-0112,428,$371.29,"$158,912.40",15,06/05/2022,05/23/2022,0,13,1.70%,60,Completed
PO-02224,02/23/2022,SUP-030,CAT-13,BU-01,CON-0085,225,"$14,405.00","$3,241,125.38",10,03/04/2022,03/05/2022,1,-1,2.34%,90,Completed
PO-02225,04/03/2022,SUP-018,CAT-13,BU-06,,442,"$102,527.77","$45,317,272.18",45,05/17/2022,05/18/2022,1,-1,6.45%,90,Completed
PO-02226,05/11/2022,SUP-032,CAT-10,BU-02,,410,$631.09,"$258,746.23",10,05/20/2022,05/21/2022,1,-1,0.50%,60,Completed
PO-02227,10/10/2022,SUP-019,CAT-13,BU-01,CON-0096,497,"$4,233.67","$2,104,136.10",4,10/11/2022,10/14/2022,1,-3,1.44%,90,Completed
PO-02228,10/14/2022,SUP-071,CAT-01,BU-08,CON-0004,487,"$33,438.35","$16,284,474.04",11,10/23/2022,10/25/2022,1,-2,7.21%,60,Completed
PO-02229,08/02/2022,SUP-012,CAT-02,BU-06,CON-0101,398,"$1,128.07","$448,972.85",11,08/13/2022,08/13/2022,1,0,1.70%,60,Completed
PO-02230,05/06/2022,SUP-067,CAT-10,BU-08,,413,"$11,064.83","$4,569,773.91",6,05/12/2022,05/12/2022,1,0,0.52%,30,Completed
PO-02231,05/16/2022,SUP-074,CAT-09,BU-07,CON-0055,390,$288.48,"$112,506.47",4,05/17/2022,05/20/2022,1,-3,1.41%,60,Cancelled
PO-02232,12/03/2022,SUP-006,CAT-02,BU-03,CON-0057,76,"$33,516.48","$2,547,252.66",36,01/05/2023,01/08/2023,1,-3,3.99%,90,Completed
PO-02233,08/12/2022,SUP-039,CAT-06,BU-06,CON-0029,318,"$3,829.26","$1,217,704.87",11,08/20/2022,08/23/2022,1,-3,1.39%,30,Completed
PO-02234,02/13/2022,SUP-054,CAT-02,BU-03,CON-0057,88,"$21,882.28","$1,925,640.84",19,03/04/2022,03/04/2022,1,0,2.77%,60,Completed
PO-02235,12/02/2022,SUP-030,CAT-14,BU-07,,150,"$5,336.32","$800,448.23",13,12/13/2022,12/15/2022,1,-2,0.60%,90,Completed
PO-02236,11/12/2022,SUP-065,CAT-15,BU-08,,204,$244.39,"$49,856.36",10,11/19/2022,11/22/2022,1,-3,1.28%,90,Completed
PO-02237,02/28/2022,SUP-034,CAT-06,BU-06,CON-0105,249,"$2,124.27","$528,942.51",3,03/02/2022,03/03/2022,1,-1,1.50%,60,Pending
PO-02238,08/21/2022,SUP-059,CAT-09,BU-01,,222,$92.92,"$20,628.35",22,09/12/2022,09/12/2022,1,0,5.69%,60,Cancelled
PO-02239,05/05/2022,SUP-045,CAT-06,BU-02,CON-0029,282,"$1,532.78","$432,244.74",13,05/16/2022,05/18/2022,1,-2,0.71%,90,Completed
PO-02240,07/19/2022,SUP-058,CAT-10,BU-01,CON-0113,245,"$1,174.59","$287,774.86",25,08/11/2022,08/13/2022,1,-2,5.15%,90,Pending
PO-02241,02/18/2022,SUP-048,CAT-08,BU-06,CON-0008,310,$841.90,"$260,987.92",27,03/16/2022,03/17/2022,1,-1,5.21%,30,Completed
PO-02242,07/26/2022,SUP-060,CAT-10,BU-06,CON-0093,406,$350.48,"$142,293.40",16,08/21/2022,08/11/2022,0,10,4.93%,60,Completed
PO-02243,03/08/2022,SUP-075,CAT-13,BU-07,,265,"$3,021.55","$800,710.20",24,03/29/2022,04/01/2022,1,-3,2.24%,90,Completed
PO-02244,01/26/2022,SUP-061,CAT-06,BU-08,,405,"$6,658.16","$2,696,555.25",21,02/15/2022,02/16/2022,1,-1,3.08%,60,Completed
PO-02245,09/07/2022,SUP-044,CAT-10,BU-05,CON-0093,499,$467.99,"$233,525.18",19,09/23/2022,09/26/2022,1,-3,3.36%,60,Completed
PO-02246,03/23/2022,SUP-040,CAT-13,BU-04,CON-0025,293,"$13,931.33","$4,081,878.83",2,03/23/2022,03/25/2022,1,-2,0.81%,30,Completed
PO-02247,07/01/2022,SUP-038,CAT-13,BU-03,,26,"$114,987.52","$2,989,675.40",12,07/10/2022,07/13/2022,1,-3,1.70%,90,Cancelled
PO-02248,09/03/2022,SUP-054,CAT-11,BU-06,,451,$52.52,"$23,686.65",12,09/13/2022,09/15/2022,1,-2,1.88%,60,Completed
PO-02249,06/05/2022,SUP-005,CAT-02,BU-04,,368,"$10,227.94","$3,763,881.66",6,06/13/2022,06/11/2022,0,2,2.74%,30,Completed
PO-02250,03/05/2022,SUP-060,CAT-07,BU-04,,95,"$2,947.49","$280,011.91",12,03/14/2022,03/17/2022,1,-3,2.81%,60,Completed
PO-02251,07/11/2022,SUP-054,CAT-09,BU-01,CON-0079,471,$53.11,"$25,015.57",26,08/13/2022,08/06/2022,0,7,7.85%,60,Completed
PO-02252,03/24/2022,SUP-035,CAT-01,BU-08,CON-0004,125,"$2,777.91","$347,238.17",27,04/20/2022,04/20/2022,1,0,5.79%,30,Completed
PO-02253,06/16/2022,SUP-062,CAT-04,BU-02,CON-0062,221,"$20,390.88","$4,506,384.95",12,06/28/2022,06/28/2022,1,0,6.10%,60,Completed
PO-02254,09/11/2022,SUP-002,CAT-01,BU-01,CON-0040,498,"$12,889.06","$6,418,752.35",12,09/22/2022,09/23/2022,1,-1,2.53%,30,Completed
PO-02255,07/28/2022,SUP-040,CAT-15,BU-05,,378,$264.68,"$100,049.79",13,08/09/2022,08/10/2022,1,-1,1.98%,30,Pending
PO-02256,02/10/2022,SUP-023,CAT-08,BU-04,,371,$991.46,"$367,831.41",13,02/23/2022,02/23/2022,1,0,1.33%,90,Completed
PO-02257,01/28/2022,SUP-035,CAT-12,BU-04,,295,$324.50,"$95,726.84",19,02/15/2022,02/16/2022,1,-1,3.24%,30,Completed
PO-02258,07/25/2022,SUP-076,CAT-06,BU-03,CON-0105,286,"$3,750.23","$1,072,566.56",37,08/31/2022,08/31/2022,1,0,5.38%,90,Completed
PO-02259,07/27/2022,SUP-066,CAT-14,BU-02,CON-0033,142,$536.68,"$76,208.72",17,08/11/2022,08/13/2022,1,-2,1.35%,30,Completed
PO-02260,02/14/2022,SUP-040,CAT-01,BU-02,CON-0004,130,"$4,638.55","$603,011.05",2,02/15/2022,02/16/2022,1,-1,0.57%,30,Completed
PO-02261,10/06/2022,SUP-008,CAT-10,BU-04,,205,$163.25,"$33,466.92",8,10/12/2022,10/14/2022,1,-2,3.29%,60,Completed
PO-02262,11/16/2022,SUP-012,CAT-10,BU-06,CON-0113,412,$582.61,"$240,036.41",11,12/06/2022,11/27/2022,0,9,1.90%,60,Completed
PO-02263,10/09/2022,SUP-020,CAT-07,BU-03,CON-0065,202,"$1,320.30","$266,700.22",16,10/23/2022,10/25/2022,1,-2,3.60%,30,Completed
PO-02264,09/03/2022,SUP-017,CAT-14,BU-06,,265,"$43,730.84","$11,588,673.65",9,09/10/2022,09/12/2022,1,-2,6.76%,60,Completed
PO-02265,07/12/2022,SUP-003,CAT-03,BU-06,CON-0052,493,$435.82,"$214,857.67",15,07/30/2022,07/27/2022,0,3,5.32%,60,Completed
PO-02266,03/04/2022,SUP-043,CAT-03,BU-08,CON-0066,458,$241.05,"$110,402.73",19,03/21/2022,03/23/2022,1,-2,2.22%,90,Completed
PO-02267,03/21/2022,SUP-017,CAT-05,BU-05,CON-0071,382,$321.98,"$122,996.42",20,04/07/2022,04/10/2022,1,-3,5.70%,60,Completed
PO-02268,07/22/2022,SUP-047,CAT-10,BU-07,,1,"$70,012.67","$70,012.67",21,08/09/2022,08/12/2022,1,-3,3.19%,90,Completed
PO-02269,05/02/2022,SUP-041,CAT-12,BU-07,CON-0020,229,$862.59,"$197,532.70",29,06/10/2022,05/31/2022,0,10,5.28%,60,Completed
PO-02270,01/14/2022,SUP-004,CAT-01,BU-01,CON-0064,387,"$5,175.07","$2,002,750.40",20,01/31/2022,02/03/2022,1,-3,6.13%,60,Completed
PO-02271,02/16/2022,SUP-066,CAT-09,BU-02,CON-0055,459,$40.55,"$18,610.36",19,03/07/2022,03/07/2022,1,0,7.57%,30,Completed
PO-02272,03/04/2022,SUP-053,CAT-04,BU-08,CON-0086,351,$832.71,"$292,279.48",26,04/19/2022,03/30/2022,0,20,3.55%,30,Completed
PO-02273,05/02/2022,SUP-076,CAT-13,BU-07,CON-0096,83,"$44,905.74","$3,727,176.46",27,05/26/2022,05/29/2022,1,-3,3.14%,90,Completed
PO-02274,01/23/2022,SUP-063,CAT-12,BU-03,,58,"$3,679.11","$213,388.10",28,02/19/2022,02/20/2022,1,-1,4.13%,60,Completed
PO-02275,08/15/2022,SUP-027,CAT-13,BU-06,CON-0025,371,"$6,373.31","$2,364,498.69",13,08/26/2022,08/28/2022,1,-2,0.15%,30,Completed
PO-02276,11/15/2022,SUP-067,CAT-01,BU-06,,312,"$1,703.43","$531,471.38",10,11/25/2022,11/25/2022,1,0,2.68%,30,Completed
PO-02277,02/16/2022,SUP-034,CAT-14,BU-01,CON-0110,231,"$3,418.26","$789,618.84",7,02/22/2022,02/23/2022,1,-1,2.29%,60,Completed
PO-02278,06/03/2022,SUP-055,CAT-10,BU-05,CON-0037,188,$865.50,"$162,714.23",19,06/21/2022,06/22/2022,1,-1,2.74%,30,Completed
PO-02279,08/17/2022,SUP-007,CAT-13,BU-08,,179,"$134,846.01","$24,137,435.34",31,09/29/2022,09/17/2022,0,12,8.14%,90,Completed
PO-02280,11/07/2022,SUP-031,CAT-15,BU-08,CON-0089,194,"$5,599.35","$1,086,273.61",9,11/16/2022,11/16/2022,1,0,0.32%,30,Completed
PO-02281,09/27/2022,SUP-054,CAT-04,BU-02,CON-0062,135,"$23,784.53","$3,210,911.19",28,10/24/2022,10/25/2022,1,-1,7.69%,60,Completed
PO-02282,11/11/2022,SUP-004,CAT-01,BU-01,CON-0056,369,"$47,127.15","$17,389,919.27",8,11/17/2022,11/19/2022,1,-2,4.98%,60,Completed
PO-02283,03/21/2022,SUP-059,CAT-14,BU-04,CON-0110,201,"$1,186.84","$238,553.95",13,04/02/2022,04/03/2022,1,-1,2.74%,60,Completed
PO-02284,03/22/2022,SUP-008,CAT-04,BU-01,,81,"$1,092.17","$88,465.43",26,04/15/2022,04/17/2022,1,-2,7.90%,60,Completed
PO-02285,02/23/2022,SUP-036,CAT-14,BU-02,CON-0110,387,"$1,267.00","$490,330.49",27,03/22/2022,03/22/2022,1,0,11.32%,60,Completed
PO-02286,07/17/2022,SUP-078,CAT-13,BU-07,,168,"$10,490.88","$1,762,467.90",27,08/10/2022,08/13/2022,1,-3,2.16%,30,Completed
PO-02287,03/05/2022,SUP-029,CAT-13,BU-05,,437,"$4,517.07","$1,973,959.57",15,03/24/2022,03/20/2022,0,4,0.55%,30,Pending
PO-02288,09/12/2022,SUP-067,CAT-06,BU-01,CON-0029,85,"$31,691.86","$2,693,807.93",14,09/23/2022,09/26/2022,1,-3,1.01%,30,Completed
PO-02289,05/14/2022,SUP-006,CAT-04,BU-02,CON-0062,284,"$1,675.77","$475,918.34",24,06/23/2022,06/07/2022,0,16,10.62%,90,Cancelled
PO-02290,12/18/2022,SUP-049,CAT-12,BU-04,,314,$323.33,"$101,524.58",17,01/14/2023,01/04/2023,0,10,3.12%,30,Completed
PO-02291,11/05/2022,SUP-021,CAT-05,BU-05,CON-0071,202,$198.85,"$40,166.82",13,11/16/2022,11/18/2022,1,-2,7.08%,30,Completed
PO-02292,09/03/2022,SUP-039,CAT-13,BU-06,,447,"$10,257.88","$4,585,273.41",10,09/15/2022,09/13/2022,0,2,5.87%,30,Completed
PO-02293,08/13/2022,SUP-076,CAT-15,BU-02,CON-0047,294,$405.32,"$119,164.72",28,09/07/2022,09/10/2022,1,-3,3.29%,90,Completed
PO-02294,05/26/2022,SUP-012,CAT-02,BU-02,CON-0107,376,"$1,047.61","$393,901.34",7,06/02/2022,06/02/2022,1,0,2.87%,60,Completed
PO-02295,08/05/2022,SUP-039,CAT-13,BU-08,CON-0044,113,"$13,645.52","$1,541,943.25",15,08/17/2022,08/20/2022,1,-3,2.39%,30,Pending
PO-02296,07/04/2022,SUP-015,CAT-03,BU-02,,44,"$6,286.93","$276,625.05",37,08/16/2022,08/10/2022,0,6,6.78%,60,Pending
PO-02297,07/28/2022,SUP-076,CAT-06,BU-01,CON-0045,1,"$205,473.12","$205,473.12",33,09/01/2022,08/30/2022,0,2,12.68%,90,Completed
PO-02298,05/15/2022,SUP-013,CAT-12,BU-05,CON-0020,135,"$8,160.26","$1,101,635.60",14,05/29/2022,05/29/2022,1,0,0.82%,60,Completed
PO-02299,09/25/2022,SUP-020,CAT-04,BU-08,CON-0062,233,"$2,047.35","$477,032.33",30,10/23/2022,10/25/2022,1,-2,2.50%,30,Completed
PO-02300,05/15/2022,SUP-034,CAT-04,BU-05,CON-0062,127,$250.98,"$31,874.89",11,05/24/2022,05/26/2022,1,-2,1.18%,60,Completed
PO-02301,02/20/2023,SUP-037,CAT-13,BU-02,,37,"$95,367.11","$3,528,582.95",2,02/19/2023,02/22/2023,1,-3,0.67%,90,Completed
PO-02302,11/26/2023,SUP-058,CAT-06,BU-06,,24,"$13,203.66","$316,887.78",18,12/14/2023,12/14/2023,1,0,2.69%,90,Completed
PO-02303,09/02/2023,SUP-011,CAT-14,BU-01,CON-0099,209,"$3,344.68","$699,037.34",10,09/10/2023,09/12/2023,1,-2,3.77%,90,Completed
PO-02304,10/10/2023,SUP-003,CAT-03,BU-01,,238,$433.47,"$103,166.90",26,11/05/2023,11/05/2023,1,0,6.42%,60,Completed
PO-02305,12/27/2023,SUP-067,CAT-06,BU-05,CON-0061,208,"$18,210.78","$3,787,841.25",14,01/07/2024,01/10/2024,1,-3,2.76%,30,Completed
PO-02306,04/15/2023,SUP-001,CAT-01,BU-02,CON-0056,465,"$3,118.30","$1,450,010.10",6,04/19/2023,04/21/2023,1,-2,2.45%,90,Completed
PO-02307,06/15/2023,SUP-068,CAT-01,BU-02,,294,"$6,609.62","$1,943,228.55",37,07/24/2023,07/22/2023,0,2,14.91%,90,Completed
PO-02308,03/01/2023,SUP-022,CAT-06,BU-02,,415,"$2,509.90","$1,041,607.53",26,03/27/2023,03/27/2023,1,0,8.37%,90,Completed
PO-02309,10/08/2023,SUP-067,CAT-14,BU-05,CON-0099,176,"$3,981.82","$700,799.84",7,10/23/2023,10/15/2023,0,8,1.70%,30,Pending
PO-02310,04/25/2023,SUP-004,CAT-14,BU-04,CON-0084,29,"$218,783.88","$6,344,732.61",16,05/09/2023,05/11/2023,1,-2,3.69%,60,Completed
PO-02311,10/12/2023,SUP-028,CAT-13,BU-07,CON-0117,121,"$22,543.58","$2,727,773.15",3,10/22/2023,10/15/2023,0,7,2.88%,60,Completed
PO-02312,02/25/2023,SUP-055,CAT-13,BU-03,,476,"$5,925.81","$2,820,683.27",13,03/28/2023,03/10/2023,0,18,6.76%,30,Completed
PO-02313,12/13/2023,SUP-043,CAT-13,BU-04,CON-0041,199,"$23,952.78","$4,766,602.57",24,01/03/2024,01/06/2024,1,-3,2.83%,90,Pending
PO-02314,04/08/2023,SUP-036,CAT-09,BU-04,CON-0073,480,$524.79,"$251,896.86",16,04/23/2023,04/24/2023,1,-1,7.37%,60,Completed
PO-02315,08/16/2023,SUP-030,CAT-09,BU-06,CON-0073,199,$211.32,"$42,051.82",4,08/20/2023,08/20/2023,1,0,2.09%,90,Completed
PO-02316,02/20/2023,SUP-025,CAT-05,BU-06,CON-0115,304,$175.77,"$53,434.72",32,04/08/2023,03/24/2023,0,15,3.19%,90,Completed
PO-02317,10/22/2023,SUP-042,CAT-14,BU-06,CON-0082,339,"$2,966.65","$1,005,694.32",19,11/07/2023,11/10/2023,1,-3,11.69%,60,Completed
PO-02318,02/13/2023,SUP-075,CAT-15,BU-03,CON-0047,29,"$4,635.75","$134,436.62",17,02/28/2023,03/02/2023,1,-2,3.73%,90,Pending
PO-02319,04/02/2023,SUP-011,CAT-12,BU-02,CON-0091,38,$982.55,"$37,336.74",20,04/22/2023,04/22/2023,1,0,2.35%,90,Completed
PO-02320,09/09/2023,SUP-080,CAT-13,BU-02,,25,"$27,186.20","$679,655.10",36,11/01/2023,10/15/2023,0,17,4.68%,30,Completed
PO-02321,12/17/2023,SUP-039,CAT-06,BU-07,CON-0061,487,$558.59,"$272,032.87",29,01/28/2024,01/15/2024,0,13,4.35%,30,Completed
PO-02322,10/07/2023,SUP-010,CAT-02,BU-01,,347,$460.30,"$159,722.80",9,10/24/2023,10/16/2023,0,8,1.88%,90,Completed
PO-02323,08/12/2023,SUP-041,CAT-13,BU-07,,396,"$2,389.93","$946,412.21",31,09/10/2023,09/12/2023,1,-2,3.25%,60,Completed
PO-02324,08/03/2023,SUP-068,CAT-04,BU-07,CON-0043,500,"$9,893.56","$4,946,780.22",37,09/06/2023,09/09/2023,1,-3,4.87%,90,Completed
PO-02325,10/25/2023,SUP-015,CAT-02,BU-07,CON-0048,321,$897.43,"$288,073.97",34,11/28/2023,11/28/2023,1,0,13.17%,60,Completed
PO-02326,01/01/2023,SUP-032,CAT-13,BU-03,,117,"$297,832.95","$34,846,454.99",12,01/12/2023,01/13/2023,1,-1,0.42%,60,Completed
PO-02327,06/05/2023,SUP-052,CAT-14,BU-08,CON-0082,237,"$2,778.71","$658,554.44",33,07/07/2023,07/08/2023,1,-1,13.15%,30,Completed
PO-02328,05/06/2023,SUP-041,CAT-02,BU-03,CON-0048,351,"$1,202.15","$421,953.21",31,06/04/2023,06/06/2023,1,-2,12.62%,60,Completed
PO-02329,10/14/2023,SUP-070,CAT-10,BU-07,CON-0063,114,$454.61,"$51,826.08",14,10/27/2023,10/28/2023,1,-1,1.17%,30,Completed
PO-02330,02/01/2023,SUP-042,CAT-13,BU-08,CON-0085,346,"$5,449.21","$1,885,426.29",36,03/11/2023,03/09/2023,0,2,12.25%,60,Completed
PO-02331,07/23/2023,SUP-022,CAT-11,BU-08,CON-0001,51,$202.02,"$10,303.11",37,08/28/2023,08/29/2023,1,-1,14.45%,90,Completed
PO-02332,06/15/2023,SUP-022,CAT-14,BU-02,CON-0099,166,"$26,527.93","$4,403,636.22",31,07/13/2023,07/16/2023,1,-3,5.10%,90,Completed
PO-02333,10/22/2023,SUP-080,CAT-13,BU-08,CON-0085,408,"$9,825.37","$4,008,752.18",33,11/23/2023,11/24/2023,1,-1,14.72%,30,Completed
PO-02334,01/11/2023,SUP-045,CAT-14,BU-02,CON-0033,350,"$1,311.79","$459,126.29",3,01/14/2023,01/14/2023,1,0,2.03%,90,Completed
PO-02335,08/15/2023,SUP-002,CAT-13,BU-04,CON-0085,491,"$2,033.59","$998,493.53",12,08/27/2023,08/27/2023,1,0,0.31%,30,Completed
PO-02336,04/18/2023,SUP-038,CAT-14,BU-03,,204,"$2,749.95","$560,990.29",5,04/21/2023,04/23/2023,1,-2,1.73%,90,Completed
PO-02337,09/09/2023,SUP-072,CAT-01,BU-03,CON-0068,88,"$23,939.23","$2,106,652.56",40,10/19/2023,10/19/2023,1,0,11.20%,60,Completed
PO-02338,05/07/2023,SUP-011,CAT-14,BU-03,CON-0082,391,"$3,046.81","$1,191,302.75",16,05/21/2023,05/23/2023,1,-2,2.29%,90,Completed
PO-02339,01/01/2023,SUP-009,CAT-15,BU-08,CON-0089,425,$82.03,"$34,862.51",36,02/04/2023,02/06/2023,1,-2,8.88%,90,Completed
PO-02340,08/25/2023,SUP-027,CAT-12,BU-07,,168,$361.74,"$60,772.69",7,08/29/2023,09/01/2023,1,-3,0.05%,30,Completed
PO-02341,03/03/2023,SUP-005,CAT-04,BU-02,CON-0062,450,"$1,402.48","$631,118.25",4,03/04/2023,03/07/2023,1,-3,0.04%,30,Completed
PO-02342,12/15/2023,SUP-018,CAT-05,BU-03,,271,$42.61,"$11,547.10",22,01/04/2024,01/06/2024,1,-2,11.04%,90,Completed
PO-02343,09/27/2023,SUP-036,CAT-06,BU-04,CON-0061,223,"$11,973.84","$2,670,166.09",39,11/02/2023,11/05/2023,1,-3,13.37%,60,Pending
PO-02344,02/14/2023,SUP-051,CAT-01,BU-04,,314,"$5,884.61","$1,847,768.07",27,03/29/2023,03/13/2023,0,16,11.72%,30,Completed
PO-02345,07/08/2023,SUP-027,CAT-15,BU-01,,483,$134.35,"$64,892.32",2,07/10/2023,07/10/2023,1,0,1.17%,30,Completed
